ID,YEAR,VIN_1,VIN_2,VIN_3,VIN_15,VIN_16,VIN_17,ENGINE_VOLUME,FUEL_TYPE,BODY_TYPE,TYPE_OF_DRIVE,INTERIOR_TYPE,TRANSM_TYPE,AUTO_CONDITION,AVG_COST,ESTIM_COST
201,7,4,T,1,5,7,9,2.4,Бензин,Седан,Передний привод,КОЖА,АКПП,Отличное,4133695.652,3813000
202,8,J,T,H,4,7,5,2.5,Бензин,Седан,Задний привод,КОЖА,АКПП,Удовлетворительное,4454651.163,3110000
203,2,X,W,7,1,3,2,2.5,Бензин-Газ,Седан,Передний привод,КОЖА,АКПП,Отличное,6184000,6210000
204,11,J,F,1,3,7,5,3,Бензин,Универсал,Полный привод,КОЖА,АКПП,Хорошее,3447191.011,2957000
205,1,Z,9,4,2,7,8,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,3485057.471,3296000
206,11,J,T,H,6,7,8,3,Бензин,Седан,Задний привод,КОЖА,АКПП,Хорошее,4053164.557,3510000
207,4,W,A,U,6,8,5,3,Бензин,Хэтчбек/Лифтбек,Полный привод,КОЖА,АКПП,Отличное,10066315.79,10300000
208,7,S,B,1,5,5,8,1.8,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,3985365.854,3492000
209,18,W,A,U,8,1,9,2.4,Бензин,Универсал,Передний привод,КОЖА,АКПП,Удовлетворительное,1600000,1500000
210,15,J,F,1,1,8,8,2.5,Бензин,Кроссовер,Полный привод,ВЕЛЮР,АКПП,Удовлетворительное,1848148.148,1647000
211,11,J,N,1,1,1,2,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,1709523.81,1679000
212,8,W,V,G,7,3,7,3,Дизель,Кроссовер,Полный привод,КОЖА,АКПП,Отличное,5150526.316,4924000
213,8,3,N,1,8,9,2,1.8,Бензин,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,МКПП,Хорошее,2491666.667,1513000
214,4,J,T,N,9,5,5,2.5,Бензин,Седан,Передний привод,КОЖА,АКПП,Отличное,5867000,5760000
215,4,Z,9,4,0,9,3,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,2726506.024,2503000
216,4,K,N,A,3,3,8,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,МКПП,Удовлетворительное,2627710.843,2161000
217,8,J,F,1,8,4,0,2.5,Бензин,Седан,Полный привод,КОЖА,АКПП,Удовлетворительное,3198765.432,3000000
218,8,J,T,N,3,7,6,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,2644444.444,2239000
219,5,4,T,4,8,0,6,2.5,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,4637349.398,4016000
220,17,J,T,6,4,9,0,3,Бензин-Газ,Кроссовер,Полный привод,КОЖА,АКПП,Удовлетворительное,2513186.813,2200000
221,7,X,4,X,1,3,0,2.5,Бензин,Седан,Задний привод,КОЖА,АКПП,Хорошее,4905063.291,4791000
222,8,J,T,N,7,4,8,2.4,Бензин,Седан,Передний привод,КОЖА,АКПП,Отличное,3680000,3600000
223,6,K,M,H,6,5,2,2,Бензин,Кроссовер,Полный привод,КОЖА,АКПП,Отличное,4671578.947,4300000
224,18,W,D,B,2,8,4,2.4,Бензин,Седан,Задний привод,КОЖА,АКПП,Удовлетворительное,1747674.419,1710000
225,4,K,L,1,0,8,9,1.8,Бензин,Хэтчбек/Лифтбек,Передний привод,КОЖА,АКПП,Удовлетворительное,3077777.778,2462000
226,10,K,M,H,6,2,1,2.7,Бензин,Кроссовер,Полный привод,ВЕЛЮР,АКПП,Отличное,3241176.471,2869000
227,15,J,M,3,2,3,6,2.5,Бензин,Минивэн,Передний привод,КОЖА,АКПП,Удовлетворительное,1779518.072,1530000
228,12,J,N,R,5,6,2,3.5,Бензин,Кроссовер,Полный привод,КОЖА,АКПП,Хорошее,3978571.429,3403000
229,3,T,M,B,8,3,1,1.4,Бензин,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,АКПП,Отличное,3704444.444,3600000
230,3,J,M,B,2,7,3,3.8,Бензин,Внедорожник,Полный привод,КОЖА,АКПП,Хорошее,8322471.91,8514000
231,8,S,J,N,8,9,9,2,Бензин,Кроссовер,Полный привод,ВЕЛЮР,АКПП,Хорошее,3632098.765,3119000
232,14,J,T,J,5,8,0,3,Бензин,Кроссовер,Полный привод,КОЖА,АКПП,Удовлетворительное,3198837.209,2737000
233,10,J,F,1,1,9,0,2.5,Бензин-Газ,Универсал,Полный привод,КОЖА,МКПП,Удовлетворительное,3526744.186,2367000
234,2,J,T,M,5,2,2,4.6,Бензин-Газ,Внедорожник,Полный привод,КОЖА,АКПП,Отличное,18450000,18039000
235,5,W,A,U,2,4,4,3,Бензин,Хэтчбек/Лифтбек,Полный привод,КОЖА,АКПП,Хорошее,9222471.91,9526000
236,9,W,A,1,6,7,5,3.6,Бензин,Кроссовер,Полный привод,КОЖА,АКПП,Удовлетворительное,5836842.105,4721000
237,11,W,D,B,4,6,5,3.2,Дизель,Седан,Задний привод,КОЖА,АКПП,Хорошее,3581012.658,3000000
238,11,J,H,M,3,3,8,2.4,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,2657534.247,2000000
239,5,M,M,C,6,3,7,2.5,Дизель,Пикап,Полный привод,ВЕЛЮР,МКПП,Удовлетворительное,4773493.976,4200000
240,7,X,W,7,2,5,0,2.4,Бензин,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,3982558.14,3817000
241,1,X,7,L,4,6,5,1.6,Бензин,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,МКПП,Отличное,2879120.879,2900000
242,10,4,T,1,4,9,6,2.4,Бензин,Седан,Передний привод,КОЖА,АКПП,Хорошее,3207142.857,2522000
243,14,4,T,1,4,2,4,3,Бензин,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,2588372.093,2004000
244,15,J,N,1,4,7,4,3,Бензин,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,1808641.975,1411000
245,5,T,M,B,4,5,7,1.2,Бензин,Кроссовер,Передний привод,ВЕЛЮР,АКПП,Хорошее,3089285.714,2600000
246,8,W,V,G,1,4,7,3.6,Бензин,Кроссовер,Полный привод,КОЖА,АКПП,Отличное,5281111.111,4774000
247,5,Z,9,4,1,2,9,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,2800000,2415000
248,14,W,V,W,3,5,6,2,Бензин,Минивэн,Передний привод,ВЕЛЮР,МКПП,Удовлетворительное,2071604.938,1750000
249,10,N,M,T,4,6,4,1.4,Бензин,Седан,Передний привод,ВЕЛЮР,МКПП,Хорошее,1995238.095,1620000
250,5,J,T,N,7,5,1,2.5,Бензин,Седан,Передний привод,КОЖА,АКПП,Хорошее,4514893.617,5223000
251,2,T,M,B,7,0,3,1.4,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,3097647.059,2900000
252,12,J,T,D,8,2,5,2.4,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,2538271.605,2109000
253,6,5,T,D,0,1,4,2.7,Бензин,Кроссовер,Передний привод,ВЕЛЮР,АКПП,Отличное,7853658.537,6590000
254,2,K,N,A,5,4,0,1.2,Бензин,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,АКПП,Хорошее,2520224.719,2401000
255,3,6,T,1,7,9,0,2.5,Бензин-Газ,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,6434090.909,5012000
256,11,J,T,D,8,0,1,2.4,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,2816049.383,2518000
257,3,Z,9,4,1,0,6,1.6,Бензин-Газ,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,2661797.753,2428000
258,2,X,W,7,1,8,2,2.5,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Отличное,6805208.333,6678000
259,1,X,W,8,3,3,1,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,МКПП,Отличное,3135632.184,2930000
260,4,K,N,A,5,1,8,2.4,Бензин,Седан,Передний привод,КОЖА,АКПП,Отличное,5237777.778,4500000
261,11,5,U,X,8,5,5,4.4,Бензин,Кроссовер,Полный привод,КОЖА,АКПП,Хорошее,4352380.952,3800000
262,11,J,N,8,6,0,4,2.5,Бензин,Кроссовер,Полный привод,ВЕЛЮР,АКПП,Удовлетворительное,2844444.444,2400000
263,14,1,F,A,6,0,3,2,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,1064102.564,1000000
264,2,T,M,A,5,3,7,2,Бензин-Газ,Кроссовер,Полный привод,ВЕЛЮР,АКПП,Отличное,6173626.374,5600000
265,3,K,L,1,0,5,6,1.8,Бензин,Седан,Передний привод,КОЖА,АКПП,Хорошее,3305952.381,2698000
266,9,S,J,N,4,0,5,1.6,Бензин,Хэтчбек/Лифтбек,Передний привод,КОМБИНИРОВАННЫЙ,АКПП,Хорошее,2377380.952,2117000
267,10,V,F,1,4,6,4,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,1591025.641,1300000
268,14,4,T,1,3,3,8,2.4,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,2510975.61,2123000
269,12,J,T,J,1,4,4,3.3,Бензин,Кроссовер,Полный привод,КОЖА,АКПП,Удовлетворительное,4912790.698,4092000
270,5,S,J,N,0,8,3,1.6,Бензин,Кроссовер,Передний привод,ВЕЛЮР,АКПП,Хорошее,3734523.81,3518000
271,13,J,T,D,8,4,3,3,Бензин,Седан,Передний привод,КОЖА,АКПП,Хорошее,2739285.714,2398000
272,5,X,9,F,5,8,2,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,2765116.279,2427000
273,15,W,D,B,5,0,1,2.4,Бензин,Седан,Задний привод,ВЕЛЮР,АКПП,Удовлетворительное,2225925.926,1600000
274,9,J,M,3,4,2,3,2.3,Бензин,Кроссовер,Передний привод,КОМБИНИРОВАННЫЙ,АКПП,Хорошее,3180952.381,2500000
275,3,T,M,A,1,2,8,2,Бензин,Кроссовер,Полный привод,КОЖА,АКПП,Отличное,4911578.947,5500000
276,9,J,T,N,5,0,4,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Отличное,2505494.505,2344000
277,10,J,T,E,4,0,3,4.7,Бензин-Газ,Внедорожник,Полный привод,КОЖА,АКПП,Хорошее,7561904.762,6816000
278,18,W,A,U,4,6,7,2.8,Бензин,Универсал,Полный привод,КОЖА,АКПП,Удовлетворительное,1515384.615,1500000
279,15,T,M,B,7,0,2,1.6,Бензин,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,МКПП,Удовлетворительное,1213580.247,1000000
280,13,W,D,B,8,1,5,1.6,Бензин,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,АКПП,Хорошее,1427380.952,1400000
281,5,Z,9,4,7,4,7,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,МКПП,Хорошее,2246428.571,1993000
282,11,4,T,1,7,9,7,2.4,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,2702380.952,2610000
283,3,S,J,N,6,0,3,1.6,Бензин,Кроссовер,Передний привод,ВЕЛЮР,АКПП,Отличное,4106666.667,3810000
284,9,J,T,N,5,4,3,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,2579268.293,2270000
285,9,W,V,W,3,2,9,2,Бензин,Седан,Передний привод,КОМБИНИРОВАННЫЙ,АКПП,Удовлетворительное,2784146.341,2357000
286,14,4,T,1,3,8,6,2.4,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,2538461.538,2114000
287,9,4,T,1,9,4,3,2.4,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,4021794.872,3162000
288,17,J,T,6,7,4,0,3,Бензин,Кроссовер,Полный привод,КОЖА,АКПП,Удовлетворительное,2513186.813,2090000
289,8,K,M,H,1,5,1,2.7,Бензин,Кроссовер,Полный привод,ВЕЛЮР,АКПП,Удовлетворительное,3610389.61,2700000
290,18,J,N,1,2,7,6,2,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,1410344.828,1067000
291,2,K,N,A,7,6,8,2,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Отличное,4542708.333,3990000
292,9,J,M,B,3,9,1,3.8,Бензин,Внедорожник,Полный привод,КОЖА,АКПП,Отличное,5777647.059,5334000
293,3,Z,9,4,6,2,3,1.6,Бензин,Хэтчбек/Лифтбек,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,2872289.157,2534000
294,8,J,T,N,2,8,1,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,2626829.268,2270000
295,9,J,T,N,9,6,7,2.4,Бензин-Газ,Седан,Передний привод,КОЖА,АКПП,Хорошее,3516666.667,3304000
296,15,W,B,A,5,8,4,2.5,Бензин,Седан,Задний привод,КОЖА,МКПП,Хорошее,2091011.236,2000000
297,2,T,M,A,7,6,0,2,Бензин,Кроссовер,Передний привод,КОЖА,АКПП,Удовлетворительное,6243023.256,5460000
298,5,K,M,H,1,3,2,2,Бензин,Кроссовер,Полный привод,КОМБИНИРОВАННЫЙ,АКПП,Хорошее,4751898.734,4010000
299,9,4,T,1,8,2,7,2.4,Бензин-Газ,Седан,Передний привод,ВЕЛЮР,АКПП,Удовлетворительное,3453846.154,2853000
300,2,N,M,T,6,6,4,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Отличное,4283695.652,4277000
301,15,J,A,4,3,4,3,3,Бензин,Внедорожник,Полный привод,ВЕЛЮР,АКПП,Удовлетворительное,2495061.728,1679000
302,12,S,B,1,0,7,9,2,Бензин,Седан,Передний привод,ВЕЛЮР,МКПП,Хорошее,2459523.81,2171000
303,1,K,N,A,2,5,7,1.6,Бензин,Седан,Передний привод,КОЖА,АКПП,Удовлетворительное,4917582.418,4110000
304,1,Z,9,4,4,8,0,1.6,Бензин,Седан,Передний привод,ВЕЛЮР,АКПП,Хорошее,3746913.58,3070000
305,3,K,N,A,0,5,9,1,Бензин,Хэтчбек/Лифтбек,Передний привод,КОЖА,АКПП,Удовлетворительное,2616867.47,2122000
